Date,Visitor,Visitor Goals,Home,Home Goals,Extra,Attendance,Length
2017-11-03,New Jersey Devils,3,Edmonton Oilers,6,Regular,18347,151
2017-11-04,Carolina Hurricanes,1,Arizona Coyotes,2,SO,12019,155
2017-11-04,Washington Capitals,3,Boston Bruins,2,Regular,17565,146
2017-11-04,Buffalo Sabres,1,Dallas Stars,5,Regular,18236,140
2017-11-04,New York Rangers,5,Florida Panthers,4,OT,15036,157
2017-11-04,Nashville Predators,4,Los Angeles Kings,3,OT,18230,165
2017-11-04,Chicago Blackhawks,2,Minnesota Wild,0,Regular,19218,146
2017-11-04,Vegas Golden Knights,5,Ottawa Senators,4,Regular,16824,160
2017-11-04,Colorado Avalanche,5,Philadelphia Flyers,4,SO,19616,164
2017-11-04,Anaheim Ducks,1,San Jose Sharks,2,SO,17562,169
2017-11-04,Toronto Maple Leafs,4,St. Louis Blues,6,Regular,19046,150
2017-11-04,Columbus Blue Jackets,4,Tampa Bay Lightning,5,SO,19092,165
2017-11-04,Pittsburgh Penguins,2,Vancouver Canucks,4,Regular,18865,155
2017-11-04,Montreal Canadiens,5,Winnipeg Jets,4,OT,15321,160
2017-11-05,New Jersey Devils,4,Calgary Flames,5,SO,17839,165
2017-11-05,Montreal Canadiens,2,Chicago Blackhawks,0,Regular,21871,145
2017-11-05,Detroit Red Wings,4,Edmonton Oilers,0,Regular,18347,148
2017-11-05,Colorado Avalanche,4,New York Islanders,6,Regular,10927,158
2017-11-06,Minnesota Wild,3,Boston Bruins,5,Regular,17565,160
2017-11-06,Winnipeg Jets,4,Dallas Stars,1,Regular,17895,150
2017-11-06,Columbus Blue Jackets,3,New York Rangers,5,Regular,17348,150
2017-11-06,Vegas Golden Knights,3,Toronto Maple Leafs,4,SO,19398,164
2017-11-06,Detroit Red Wings,3,Vancouver Canucks,2,Regular,17836,158
2017-11-06,Arizona Coyotes,2,Washington Capitals,3,OT,18506,159
2017-11-07,Los Angeles Kings,4,Anaheim Ducks,3,OT,16637,170
2017-11-07,Washington Capitals,1,Buffalo Sabres,3,Regular,17146,145
2017-11-07,Florida Panthers,1,Carolina Hurricanes,3,Regular,8828,149
2017-11-07,Nashville Predators,3,Columbus Blue Jackets,1,Regular,14996,146
2017-11-07,Vancouver Canucks,5,Calgary Flames,3,Regular,18160,148
2017-11-07,Vegas Golden Knights,2,Montreal Canadiens,3,Regular,21302,147
2017-11-07,St. Louis Blues,3,New Jersey Devils,1,Regular,12317,149
2017-11-07,Edmonton Oilers,2,New York Islanders,1,OT,12281,148
2017-11-07,Arizona Coyotes,1,Pittsburgh Penguins,3,Regular,18498,150
2017-11-08,Boston Bruins,2,New York Rangers,4,Regular,18006,145
2017-11-08,Tampa Bay Lightning,5,San Jose Sharks,1,Regular,17044,141
2017-11-08,Minnesota Wild,2,Toronto Maple Leafs,4,Regular,19049,149
2017-11-09,Vancouver Canucks,1,Anaheim Ducks,4,Regular,16038,150
2017-11-09,Detroit Red Wings,3,Calgary Flames,6,Regular,18788,153
2017-11-09,Tampa Bay Lightning,5,Los Angeles Kings,2,Regular,18230,158
2017-11-09,Minnesota Wild,3,Montreal Canadiens,0,Regular,21302,162
2017-11-09,Edmonton Oilers,3,New Jersey Devils,2,OT,16514,160
2017-11-09,Chicago Blackhawks,1,Philadelphia Flyers,3,Regular,19738,155
2017-11-09,Arizona Coyotes,2,St. Louis Blues,3,SO,18156,163
2017-11-10,Florida Panthers,4,Buffalo Sabres,1,Regular,17812,153
2017-11-10,Carolina Hurricanes,3,Columbus Blue Jackets,1,Regular,16049,137
2017-11-10,New York Islanders,0,Dallas Stars,5,Regular,18342,145
2017-11-10,Boston Bruins,2,Toronto Maple Leafs,3,OT,19381,173
2017-11-10,Winnipeg Jets,2,Vegas Golden Knights,5,Regular,18110,154
2017-11-10,Pittsburgh Penguins,1,Washington Capitals,4,Regular,18506,153
2017-11-11,Winnipeg Jets,4,Arizona Coyotes,1,Regular,16078,145
2017-11-11,Toronto Maple Leafs,4,Boston Bruins,1,Regular,17565,154
2017-11-11,Chicago Blackhawks,4,Carolina Hurricanes,3,OT,16778,143
2017-11-11,Buffalo Sabres,1,Montreal Canadiens,2,OT,21302,150
2017-11-11,Florida Panthers,1,New Jersey Devils,2,Regular,16514,144
2017-11-11,Pittsburgh Penguins,4,Nashville Predators,5,SO,17397,169
2017-11-11,Edmonton Oilers,2,New York Rangers,4,Regular,18006,152
2017-11-11,Minnesota Wild,1,Philadelphia Flyers,0,Regular,19309,145
2017-11-11,Vancouver Canucks,0,San Jose Sharks,5,Regular,17562,146
2017-11-11,New York Islanders,5,St. Louis Blues,2,Regular,18761,156
2017-11-12,Tampa Bay Lightning,2,Anaheim Ducks,1,Regular,15707,161
2017-11-12,New Jersey Devils,7,Chicago Blackhawks,5,Regular,21487,158
2017-11-12,San Jose Sharks,2,Los Angeles Kings,1,Regular,18230,148
2017-11-12,Edmonton Oilers,1,Washington Capitals,2,SO,18506,158
2017-11-13,Dallas Stars,1,Carolina Hurricanes,5,Regular,7968,150
2017-11-13,St. Louis Blues,4,Calgary Flames,7,Regular,18519,148
2017-11-14,Vegas Golden Knights,2,Edmonton Oilers,8,Regular,18347,151
2017-11-14,Dallas Stars,3,Florida Panthers,4,SO,10928,165
2017-11-14,Vancouver Canucks,3,Los Angeles Kings,2,Regular,18230,157
2017-11-14,Philadelphia Flyers,0,Minnesota Wild,3,Regular,18768,140
2017-11-14,Columbus Blue Jackets,2,Montreal Canadiens,1,OT,21302,148
2017-11-14,Washington Capitals,3,Nashville Predators,6,Regular,17113,152
2017-11-14,Buffalo Sabres,4,Pittsburgh Penguins,5,OT,18438,159
2017-11-14,Arizona Coyotes,1,Winnipeg Jets,4,Regular,15321,148
2017-11-15,Boston Bruins,2,Anaheim Ducks,4,Regular,15089,150
2017-11-15,New York Rangers,3,Chicago Blackhawks,6,Regular,21528,152
2017-11-16,Washington Capitals,2,Colorado Avalanche,6,Regular,15070,165
2017-11-16,St. Louis Blues,4,Edmonton Oilers,1,Regular,18347,147
2017-11-16,Boston Bruins,2,Los Angeles Kings,1,Regular,18230,156
2017-11-16,Nashville Predators,4,Minnesota Wild,6,Regular,18888,163
2017-11-16,Arizona Coyotes,5,Montreal Canadiens,4,Regular,21302,157
2017-11-16,Carolina Hurricanes,4,New York Islanders,6,Regular,11188,150
2017-11-16,Pittsburgh Penguins,3,Ottawa Senators,1,Regular,17144,148
2017-11-16,Florida Panthers,2,San Jose Sharks,0,Regular,16411,154
2017-11-16,Dallas Stars,1,Tampa Bay Lightning,6,Regular,19092,151
2017-11-16,New Jersey Devils,0,Toronto Maple Leafs,1,OT,19202,160
2017-11-16,Vegas Golden Knights,5,Vancouver Canucks,2,Regular,18119,152
2017-11-16,Philadelphia Flyers,2,Winnipeg Jets,3,SO,15321,174
2017-11-17,New York Rangers,0,Columbus Blue Jackets,2,Regular,17093,144
2017-11-18,Carolina Hurricanes,3,Buffalo Sabres,1,Regular,18028,148
2017-11-18,Edmonton Oilers,3,Dallas Stars,6,Regular,18312,155
2017-11-18,Florida Panthers,0,Los Angeles Kings,4,Regular,18230,149
2017-11-18,Toronto Maple Leafs,6,Montreal Canadiens,0,Regular,21302,153
2017-11-18,Colorado Avalanche,2,Nashville Predators,5,Regular,17113,150
2017-11-18,Arizona Coyotes,3,Ottawa Senators,2,OT,16471,149
2017-11-18,Calgary Flames,5,Philadelphia Flyers,4,OT,19210,152
2017-11-18,Chicago Blackhawks,2,Pittsburgh Penguins,1,Regular,18638,156
2017-11-18,Boston Bruins,3,San Jose Sharks,1,Regular,17442,156
2017-11-18,New York Islanders,5,Tampa Bay Lightning,3,Regular,19092,144
2017-11-18,St. Louis Blues,4,Vancouver Canucks,3,OT,18865,151
2017-11-18,New Jersey Devils,2,Winnipeg Jets,5,Regular,15321,147
2017-11-18,Minnesota Wild,1,Washington Capitals,3,Regular,18506,154
2017-11-19,Florida Panthers,2,Anaheim Ducks,3,Regular,17174,160
2017-11-19,New York Islanders,2,Carolina Hurricanes,4,Regular,11390,145
2017-11-19,Ottawa Senators,0,New York Rangers,3,Regular,17524,141
2017-11-19,Los Angeles Kings,2,Vegas Golden Knights,4,Regular,18211,151
2017-11-20,Columbus Blue Jackets,3,Buffalo Sabres,2,Regular,16551,147
2017-11-20,New Jersey Devils,4,Minnesota Wild,3,OT,19048,161
2017-11-20,Winnipeg Jets,3,Nashville Predators,5,Regular,17113,164
2017-11-20,Anaheim Ducks,3,San Jose Sharks,2,SO,17257,169
2017-11-20,Arizona Coyotes,4,Toronto Maple Leafs,1,Regular,19196,151
2017-11-20,Calgary Flames,4,Washington Capitals,1,Regular,18506,145
2017-11-21,Montreal Canadiens,1,Dallas Stars,3,Regular,18532,161
2017-11-21,Vancouver Canucks,5,Philadelphia Flyers,2,Regular,19278,152
2017-11-21,Edmonton Oilers,3,St. Louis Blues,8,Regular,18819,147
2017-11-22,Vegas Golden Knights,4,Anaheim Ducks,2,Regular,17174,155
2017-11-22,San Jose Sharks,3,Arizona Coyotes,1,Regular,11214,144
2017-11-22,Minnesota Wild,5,Buffalo Sabres,4,Regular,17418,149
2017-11-22,New York Rangers,6,Carolina Hurricanes,1,Regular,11398,145
2017-11-22,Calgary Flames,0,Columbus Blue Jackets,1,OT,16290,140
2017-11-22,Dallas Stars,0,Colorado Avalanche,3,Regular,14874,147
2017-11-22,Toronto Maple Leafs,1,Florida Panthers,2,SO,15256,165
2017-11-22,Winnipeg Jets,2,Los Angeles Kings,1,Regular,18230,158
2017-11-22,Boston Bruins,3,New Jersey Devils,2,SO,16514,171
2017-11-22,Montreal Canadiens,2,Nashville Predators,3,SO,17113,166
2017-11-22,Philadelphia Flyers,3,New York Islanders,4,OT,12462,159
2017-11-22,Vancouver Canucks,5,Pittsburgh Penguins,2,Regular,18606,149
2017-11-22,Chicago Blackhawks,2,Tampa Bay Lightning,3,OT,19092,154
2017-11-22,Ottawa Senators,2,Washington Capitals,5,Regular,18506,147
2017-11-24,Winnipeg Jets,4,Anaheim Ducks,1,Regular,16035,151
2017-11-24,Los Angeles Kings,2,Arizona Coyotes,3,OT,12285,153
2017-11-24,Pittsburgh Penguins,3,Boston Bruins,4,Regular,17565,154
2017-11-24,Edmonton Oilers,1,Buffalo Sabres,3,Regular,19070,159
2017-11-24,Toronto Maple Leafs,5,Carolina Hurricanes,4,Regular,15241,142
2017-11-24,Ottawa Senators,2,Columbus Blue Jackets,5,Regular,17084,150
2017-11-24,Calgary Flames,4,Dallas Stars,6,Regular,18532,157
2017-11-24,Colorado Avalanche,2,Minnesota Wild,3,SO,19084,153
2017-11-24,Vancouver Canucks,2,New Jersey Devils,3,Regular,16514,143
2017-11-24,Detroit Red Wings,1,New York Rangers,2,OT,18006,161
2017-11-24,New York Islanders,5,Philadelphia Flyers,4,OT,19643,156
2017-11-24,Nashville Predators,2,St. Louis Blues,0,Regular,19033,147
2017-11-24,San Jose Sharks,4,Vegas Golden Knights,5,OT,18094,160
2017-11-24,Tampa Bay Lightning,1,Washington Capitals,3,Regular,18506,145
2017-11-25,Vegas Golden Knights,4,Arizona Coyotes,2,Regular,13226,149
2017-11-25,Calgary Flames,3,Colorado Avalanche,2,Regular,15738,143
2017-11-25,Chicago Blackhawks,4,Florida Panthers,1,Regular,14302,141
2017-11-25,Anaheim Ducks,1,Los Angeles Kings,2,SO,18230,175
2017-11-25,Buffalo Sabres,0,Montreal Canadiens,3,Regular,21302,149
2017-11-25,New York Islanders,2,Ottawa Senators,1,Regular,17276,144
2017-11-25,Tampa Bay Lightning,2,Pittsburgh Penguins,5,Regular,18659,154
2017-11-25,Winnipeg Jets,0,San Jose Sharks,4,Regular,17189,146
2017-11-25,Minnesota Wild,3,St. Louis Blues,6,Regular,18610,150
2017-11-25,Washington Capitals,4,Toronto Maple Leafs,2,Regular,19404,147
2017-11-26,Edmonton Oilers,4,Boston Bruins,2,Regular,17565,140
2017-11-26,Nashville Predators,3,Carolina Hurricanes,4,SO,11133,166
2017-11-26,Vancouver Canucks,3,New York Rangers,4,SO,17632,157
2017-11-27,Anaheim Ducks,3,Chicago Blackhawks,7,Regular,21619,143
2017-11-27,Columbus Blue Jackets,1,Montreal Canadiens,3,Regular,21302,144
2017-11-27,Florida Panthers,3,New Jersey Devils,2,Regular,13184,156
2017-11-27,Philadelphia Flyers,4,Pittsburgh Penguins,5,OT,18505,165
2017-11-27,Minnesota Wild,2,Winnipeg Jets,7,Regular,15321,157
2017-11-28,Tampa Bay Lightning,2,Buffalo Sabres,0,Regular,17569,149
2017-11-28,Carolina Hurricanes,2,Columbus Blue Jackets,3,SO,13947,151
2017-11-28,Toronto Maple Leafs,4,Calgary Flames,1,Regular,19289,150
2017-11-28,Arizona Coyotes,2,Edmonton Oilers,3,OT,18347,165
2017-11-28,Chicago Blackhawks,2,Nashville Predators,3,Regular,17187,159
2017-11-28,Vancouver Canucks,2,New York Islanders,5,Regular,11194,145
2017-11-28,Florida Panthers,5,New York Rangers,4,Regular,17376,155
2017-11-28,San Jose Sharks,3,Philadelphia Flyers,1,Regular,18935,142
2017-11-28,Dallas Stars,3,Vegas Golden Knights,0,Regular,17579,155
2017-11-29,Tampa Bay Lightning,2,Boston Bruins,3,Regular,17565,161
2017-11-29,Winnipeg Jets,2,Colorado Avalanche,3,OT,13017,155
2017-11-29,Ottawa Senators,1,Montreal Canadiens,2,Regular,21302,148
2017-11-29,Anaheim Ducks,3,St. Louis Blues,2,Regular,16760,156
2017-11-30,Arizona Coyotes,0,Calgary Flames,3,Regular,18093,142
2017-11-30,Dallas Stars,4,Chicago Blackhawks,3,OT,21589,154
2017-11-30,Toronto Maple Leafs,6,Edmonton Oilers,4,Regular,18347,155
2017-11-30,Vegas Golden Knights,2,Minnesota Wild,4,Regular,19084,146
2017-11-30,Vancouver Canucks,5,Nashville Predators,3,Regular,17113,151
2017-11-30,Los Angeles Kings,5,Washington Capitals,2,Regular,18506,141
2017-12-01,Pittsburgh Penguins,4,Buffalo Sabres,0,Regular,19070,146
2017-12-01,Anaheim Ducks,2,Columbus Blue Jackets,4,Regular,16206,154
2017-12-01,New Jersey Devils,2,Colorado Avalanche,1,Regular,14614,152
2017-12-01,San Jose Sharks,2,Florida Panthers,1,Regular,12323,147
2017-12-01,Ottawa Senators,6,New York Islanders,5,Regular,11797,156
2017-12-01,Carolina Hurricanes,1,New York Rangers,5,Regular,17695,144
2017-12-01,Los Angeles Kings,4,St. Louis Blues,1,Regular,18322,149
2017-12-01,Vegas Golden Knights,4,Winnipeg Jets,7,Regular,15321,162
2017-12-02,New Jersey Devils,0,Arizona Coyotes,5,Regular,14338,152
2017-12-02,Florida Panthers,2,Carolina Hurricanes,3,OT,14246,172
2017-12-02,Edmonton Oilers,7,Calgary Flames,5,Regular,19289,158
2017-12-02,Chicago Blackhawks,2,Dallas Stars,3,SO,18532,158
2017-12-02,St. Louis Blues,1,Minnesota Wild,2,OT,19107,150
2017-12-02,Detroit Red Wings,1,Montreal Canadiens,10,Regular,21302,148
2017-12-02,Anaheim Ducks,2,Nashville Predators,3,SO,17113,172
2017-12-02,Boston Bruins,3,Philadelphia Flyers,0,Regular,19274,144
2017-12-02,Buffalo Sabres,1,Pittsburgh Penguins,5,Regular,18582,151
2017-12-02,San Jose Sharks,2,Tampa Bay Lightning,5,Regular,19092,154
2017-12-02,Toronto Maple Leafs,1,Vancouver Canucks,2,Regular,18865,143
2017-12-02,Columbus Blue Jackets,3,Washington Capitals,4,Regular,18506,148
2017-12-03,Los Angeles Kings,3,Chicago Blackhawks,1,Regular,21622,147
2017-12-03,Dallas Stars,7,Colorado Avalanche,2,Regular,13194,153
2017-12-03,Arizona Coyotes,2,Vegas Golden Knights,3,OT,17519,162
2017-12-03,Ottawa Senators,0,Winnipeg Jets,5,Regular,15321,148
2017-12-04,Philadelphia Flyers,5,Calgary Flames,2,Regular,18590,149
2017-12-04,New York Islanders,5,Florida Panthers,4,SO,11210,171
2017-12-04,Boston Bruins,3,Nashville Predators,5,Regular,17113,158
2017-12-04,San Jose Sharks,1,Washington Capitals,4,Regular,18506,160
2017-12-05,New Jersey Devils,4,Columbus Blue Jackets,1,Regular,14282,146
2017-12-05,Buffalo Sabres,4,Colorado Avalanche,2,Regular,13258,152
2017-12-05,Nashville Predators,5,Dallas Stars,2,Regular,18023,146
2017-12-05,Minnesota Wild,2,Los Angeles Kings,5,Regular,18230,154
2017-12-05,St. Louis Blues,4,Montreal Canadiens,3,Regular,21302,140
2017-12-05,New York Rangers,4,Pittsburgh Penguins,3,Regular,18414,145
2017-12-05,New York Islanders,2,Tampa Bay Lightning,6,Regular,19092,145
2017-12-05,Carolina Hurricanes,0,Vancouver Canucks,3,Regular,17860,140
2017-12-05,Anaheim Ducks,3,Vegas Golden Knights,4,SO,17608,170
2017-12-06,Ottawa Senators,0,Anaheim Ducks,3,Regular,15890,151
2017-12-06,Philadelphia Flyers,4,Edmonton Oilers,2,Regular,18347,149
2017-12-06,Calgary Flames,1,Toronto Maple Leafs,2,SO,19217,172
2017-12-06,Chicago Blackhawks,2,Washington Capitals,6,Regular,18506,150
2017-12-07,Arizona Coyotes,1,Boston Bruins,6,Regular,17565,152
2017-12-07,Winnipeg Jets,4,Florida Panthers,6,Regular,10768,162
2017-12-07,Ottawa Senators,3,Los Angeles Kings,4,OT,18230,157
2017-12-07,Calgary Flames,3,Montreal Canadiens,2,OT,21302,154
2017-12-07,New York Islanders,3,Pittsburgh Penguins,4,OT,18433,152
2017-12-07,Carolina Hurricanes,4,San Jose Sharks,5,OT,16947,140
2017-12-07,Dallas Stars,0,St. Louis Blues,3,Regular,16341,158
2017-12-07,Colorado Avalanche,2,Tampa Bay Lightning,5,Regular,19092,152
2017-12-07,Philadelphia Flyers,4,Vancouver Canucks,1,Regular,16515,154
2017-12-08,Minnesota Wild,3,Anaheim Ducks,2,OT,16471,145
2017-12-08,Buffalo Sabres,2,Chicago Blackhawks,3,OT,21542,156
2017-12-08,Columbus Blue Jackets,5,New Jersey Devils,3,Regular,16514,152
2017-12-08,Vegas Golden Knights,4,Nashville Predators,3,SO,17125,173
2017-12-08,New York Rangers,2,Washington Capitals,4,Regular,18506,144
2017-12-09,New York Islanders,1,Boston Bruins,3,Regular,17565,151
2017-12-09,Arizona Coyotes,0,Columbus Blue Jackets,1,Regular,17785,147
2017-12-09,Vancouver Canucks,2,Calgary Flames,4,Regular,18552,151
2017-12-09,Vegas Golden Knights,5,Dallas Stars,3,Regular,18532,152
2017-12-09,Colorado Avalanche,7,Florida Panthers,3,Regular,13821,153
2017-12-09,Carolina Hurricanes,2,Los Angeles Kings,3,OT,18230,151
2017-12-09,Edmonton Oilers,6,Montreal Canadiens,2,Regular,21302,151
2017-12-09,New Jersey Devils,2,New York Rangers,5,Regular,18006,152
2017-12-09,Toronto Maple Leafs,4,Pittsburgh Penguins,3,Regular,18658,146
2017-12-09,Ottawa Senators,0,San Jose Sharks,5,Regular,17562,150
2017-12-09,Winnipeg Jets,3,Tampa Bay Lightning,4,OT,19092,152
2017-12-10,Arizona Coyotes,1,Chicago Blackhawks,3,Regular,21654,146
2017-12-10,Minnesota Wild,4,San Jose Sharks,3,OT,17205,156
2017-12-10,Buffalo Sabres,2,St. Louis Blues,3,OT,17310,153
2017-12-10,Edmonton Oilers,0,Toronto Maple Leafs,1,Regular,19486,138
2017-12-11,Carolina Hurricanes,2,Anaheim Ducks,3,Regular,16198,144
2017-12-11,Washington Capitals,1,New York Islanders,3,Regular,11053,148
2017-12-11,Dallas Stars,2,New York Rangers,1,SO,17667,153
2017-12-11,Colorado Avalanche,2,Pittsburgh Penguins,1,Regular,18411,149
2017-12-11,Vancouver Canucks,1,Winnipeg Jets,5,Regular,15321,140
2017-12-12,Ottawa Senators,2,Buffalo Sabres,3,Regular,17454,141
2017-12-12,Edmonton Oilers,7,Columbus Blue Jackets,2,Regular,14767,146
2017-12-12,Florida Panthers,2,Chicago Blackhawks,3,OT,21795,158
2017-12-12,Calgary Flames,1,Minnesota Wild,2,SO,18767,157
2017-12-12,Los Angeles Kings,1,New Jersey Devils,5,Regular,13275,143
2017-12-12,Toronto Maple Leafs,2,Philadelphia Flyers,4,Regular,19077,143
2017-12-12,Tampa Bay Lightning,3,St. Louis Blues,0,Regular,18290,141
2017-12-12,Carolina Hurricanes,3,Vegas Golden Knights,2,SO,17520,163
2017-12-12,Colorado Avalanche,2,Washington Capitals,5,Regular,18506,139
2017-12-13,Dallas Stars,5,New York Islanders,2,Regular,10316,143
2017-12-13,New York Rangers,2,Ottawa Senators,3,Regular,13212,137
2017-12-13,Nashville Predators,7,Vancouver Canucks,1,Regular,16806,159
2017-12-14,Tampa Bay Lightning,4,Arizona Coyotes,1,Regular,11591,151
2017-12-14,Washington Capitals,5,Boston Bruins,3,Regular,17565,157
2017-12-14,New York Islanders,4,Columbus Blue Jackets,6,Regular,15696,149
2017-12-14,San Jose Sharks,3,Calgary Flames,2,Regular,18730,148
2017-12-14,Florida Panthers,1,Colorado Avalanche,2,Regular,13096,140
2017-12-14,Nashville Predators,4,Edmonton Oilers,0,Regular,18347,151
2017-12-14,Toronto Maple Leafs,0,Minnesota Wild,2,Regular,18857,150
2017-12-14,New Jersey Devils,1,Montreal Canadiens,2,OT,21302,149
2017-12-14,Buffalo Sabres,1,Philadelphia Flyers,2,Regular,19508,143
2017-12-14,Anaheim Ducks,3,St. Louis Blues,1,Regular,17822,147
2017-12-14,Pittsburgh Penguins,1,Vegas Golden Knights,2,Regular,18029,147
2017-12-14,Chicago Blackhawks,5,Winnipeg Jets,1,Regular,15321,141
2017-12-15,Carolina Hurricanes,5,Buffalo Sabres,4,OT,17610,158
2017-12-15,Dallas Stars,2,New Jersey Devils,5,Regular,13171,164
2017-12-15,Los Angeles Kings,2,New York Rangers,4,Regular,17756,144
2017-12-15,San Jose Sharks,3,Vancouver Canucks,4,OT,17278,149
2017-12-16,Pittsburgh Penguins,4,Arizona Coyotes,2,Regular,13051,146
2017-12-16,New York Rangers,3,Boston Bruins,2,OT,17565,158
2017-12-16,Columbus Blue Jackets,1,Carolina Hurricanes,2,Regular,11357,143
2017-12-16,Nashville Predators,2,Calgary Flames,0,Regular,18618,147
2017-12-16,Tampa Bay Lightning,6,Colorado Avalanche,5,Regular,16956,159
2017-12-16,Edmonton Oilers,3,Minnesota Wild,2,Regular,19034,149
2017-12-16,Los Angeles Kings,3,New York Islanders,4,OT,13087,160
2017-12-16,Dallas Stars,1,Philadelphia Flyers,2,OT,19477,152
2017-12-16,Winnipeg Jets,0,St. Louis Blues,2,Regular,17964,152
2017-12-16,Anaheim Ducks,2,Washington Capitals,3,OT,18506,146
2017-12-17,Minnesota Wild,1,Chicago Blackhawks,4,Regular,21813,146
2017-12-17,Calgary Flames,6,Vancouver Canucks,1,Regular,18236,151
2017-12-17,Florida Panthers,2,Vegas Golden Knights,5,Regular,17593,155
2017-12-17,St. Louis Blues,0,Winnipeg Jets,4,Regular,15321,146
2017-12-18,Columbus Blue Jackets,2,Boston Bruins,7,Regular,17565,155
2017-12-18,Pittsburgh Penguins,2,Colorado Avalanche,4,Regular,15824,144
2017-12-18,San Jose Sharks,3,Edmonton Oilers,5,Regular,18347,149
2017-12-18,Anaheim Ducks,3,New Jersey Devils,5,Regular,16514,151
2017-12-18,Los Angeles Kings,4,Philadelphia Flyers,1,Regular,19617,144
2017-12-19,Florida Panthers,3,Arizona Coyotes,2,Regular,10203,160
2017-12-19,Boston Bruins,3,Buffalo Sabres,0,Regular,17811,148
2017-12-19,Washington Capitals,4,Dallas Stars,3,OT,18112,154
2017-12-19,Winnipeg Jets,6,Nashville Predators,4,Regular,17432,159
2017-12-19,Detroit Red Wings,6,New York Islanders,3,Regular,10511,150
2017-12-19,Anaheim Ducks,1,New York Rangers,4,Regular,18006,141
2017-12-19,Minnesota Wild,6,Ottawa Senators,4,Regular,13804,149
2017-12-19,Carolina Hurricanes,1,Toronto Maple Leafs,8,Regular,19288,155
2017-12-19,Montreal Canadiens,7,Vancouver Canucks,5,Regular,18865,158
2017-12-19,Tampa Bay Lightning,3,Vegas Golden Knights,4,Regular,17813,155
2017-12-20,Toronto Maple Leafs,2,Columbus Blue Jackets,4,Regular,17708,147
2017-12-20,St. Louis Blues,1,Calgary Flames,2,Regular,18410,156
2017-12-20,Detroit Red Wings,3,Philadelphia Flyers,4,Regular,19674,157
2017-12-21,Winnipeg Jets,1,Boston Bruins,2,SO,17565,161
2017-12-21,Chicago Blackhawks,0,Dallas Stars,4,Regular,18532,150
